userId,movieId,rating,retailerId
38,118,4,15
8,145,5,19
49,55,1,8
13,3,5,1
23,19,4,3
35,143,1,19
15,5,5,2
5,40,5,7
41,77,1,11
50,61,4,9
5,95,5,13
36,56,1,8
44,100,3,14
19,16,5,3
16,112,4,15
11,60,3,9
8,121,5,15
29,132,3.5,17
5,136,4,17
21,41,3,7
28,93,4,12
38,21,4,3
4,47,4,7
36,108,2,14
25,115,4,15
45,26,4,4
31,138,3,18
40,38,3,7
16,9,4,2
42,24,4,4
22,7,5,2
23,8,5,2
49,131,3,16
16,122,4,15
18,34,5,6
2,16,5,3
23,130,5,16
42,140,3,18
2,28,5,5
46,103,4,14
45,63,5,9
5,18,4,3
25,20,4,3
32,16,4.5,3
23,5,4,2
21,116,4,15
17,134,2,17
28,141,3,18
45,106,5,14
21,82,5,11
7,126,3,16
34,23,5,3
34,79,3,11
38,81,3,11
45,10,5,3
41,43,4,7
22,67,5,10
42,15,3,3
46,93,4,12
33,149,5,20
36,130,4,16
44,110,4,15
40,89,3,11
37,147,1,20
31,121,2,15
47,86,4,11
8,3,5,1
41,111,5,15
45,122,1,15
43,95,1,13
25,70,4,11
24,9,5,2
43,68,2,10
43,140,5,18
43,83,2,11
10,31,2,5
10,49,5,7
49,127,3,16
1,106,4,14
19,68,3,10
45,108,4,14
14,128,5,16
16,78,5,11
20,60,5,9
1,33,4,5
44,42,2,7
24,61,5,9
7,125,3,16
44,17,5,3
33,9,4.5,2
17,27,4,4
24,83,5,11
47,55,4,8
12,105,4,14
34,138,2,18
18,3,5,1
24,129,5,16
18,51,4,8
32,128,5,16
38,14,2,3
40,80,5,11
25,113,5,15
18,56,5,8
6,102,5,14
42,81,1,11
15,100,5,14
13,130,3,16
32,54,5,8
40,37,2,6
31,108,3.5,14
18,6,4,2
40,123,5,15
19,55,5,8
13,143,4,19
16,115,4,15
35,11,5,3
37,118,2,15
44,145,4,19
14,128,5,16
41,52,4,8
38,85,5,11
6,19,3,3
9,42,5,7
22,5,5,2
31,39,0.5,7
7,145,5,19
10,64,5,9
12,40,3,7
12,90,5,12
20,107,4,14
7,3,5,1
40,9,1,2
43,148,1,20
9,99,5,13
39,60,5,9
30,90,0.5,12
48,110,5,15
43,36,4,6
33,143,5,19
36,76,4,11
19,96,5,13
50,116,4,15
3,69,3,11
17,79,5,11
30,60,0.5,9
43,67,3,10
34,107,1,14
33,101,5,14
16,138,5,18
36,21,4,3
33,89,4.5,11
45,19,3,3
14,32,5,5
49,33,3,5
13,92,4,12
13,137,5,17
47,70,4,11
32,127,0.5,16
46,57,5,9
17,85,2,11
36,134,5,17
36,107,1,14
33,4,3,2
26,119,3,15
44,95,5,13
17,28,5,5
29,128,3.5,16
9,105,4,14
26,36,4,6
33,60,2,9
23,89,5,11
34,78,3,11
12,25,5,4
9,138,5,18
14,64,4,9
23,30,5,5
18,136,5,17
26,146,5,20
21,24,5,4
30,105,0.5,14
22,28,4,5
36,126,5,16
50,78,3,11
43,74,4,11
9,131,5,16
11,126,5,16
3,65,5,9
11,51,5,8
37,14,3,3
26,127,4,16
30,71,0.5,11
45,102,5,14
36,143,1,19
23,7,1,2
38,66,5,9
22,9,5,2
39,144,5,19
33,28,0.5,5
22,71,4,11
23,147,5,20
34,111,3,15
23,9,5,2
15,7,4,2
47,52,5,8
30,139,5,18
35,29,2,5
47,33,5,5
48,108,5,14
30,66,0.5,9
28,97,4,13
13,64,3,9
21,73,5,11
12,67,4,10
41,137,5,17
45,99,1,13
5,32,4,5
16,75,5,11
32,19,0.5,3
45,27,2,4
49,67,4,10
48,118,2,15
5,12,4,3
45,16,5,3
39,91,2,12
3,112,4,15
24,112,3,15
20,49,2,7
19,54,5,8
2,113,5,15
35,37,5,6
39,139,4,18
40,138,4,18
9,60,5,9
7,81,5,11
27,87,4.5,11
47,101,4,14
39,68,5,10
49,16,3,3
9,31,4,5
2,11,4,3
31,42,4.5,7
39,82,5,11
31,23,4.5,3
27,19,4.5,3
27,73,4.5,11
26,8,4,2
40,126,5,16
39,37,5,6
37,93,5,12
35,69,2,11
9,106,5,14
22,17,4,3
47,88,2,11
45,57,4,9
15,137,4,17
39,2,5,1
38,75,4,11
41,142,4,18
47,112,1,15
41,124,4,15
13,23,5,3
34,30,3,5
3,94,3,12
35,40,5,7
14,6,4,2
45,76,4,11
7,143,4,19
7,123,4,15
34,28,5,5
23,116,4,15
50,139,3,18
15,124,4,15
8,68,5,10
25,108,4,14
41,127,4,16
34,115,4,15
50,89,3,11
13,31,4,5
25,147,5,20
8,43,4,7
47,114,3,15
44,137,5,17
14,55,3,8
12,21,3,3
2,142,5,18
28,137,4,17
45,50,5,8
29,70,5,11
45,25,4,4
8,127,4,16
11,98,5,13
50,130,3,16
36,110,5,15
45,15,2,3
48,94,4,12
24,90,4,12
26,15,5,3
19,148,5,20
46,76,1,11
7,55,4,8
16,108,5,14
30,148,0.5,20
45,93,1,12
30,22,5,3
34,148,5,20
43,71,4,11
26,148,5,20
8,145,5,19
27,139,3.5,18
42,23,2,3
29,123,3.5,15
12,150,5,20
40,109,5,14
6,9,5,2
28,82,5,11
24,34,4,6
3,75,4,11
49,74,3,11
42,137,4,17
42,131,1,16
18,135,4,17
45,110,1,15
32,47,5,7
30,136,0.5,17
43,5,3,2
1,18,5,3
13,129,5,16
11,13,4,3
50,129,5,16
7,116,3,15
5,120,4,15
21,148,5,20
35,106,5,14
36,7,5,2
38,21,4,3
10,143,5,19
7,139,5,18
38,1,5,1
7,115,5,15
22,60,5,9
31,22,0.5,3
28,19,5,3
2,34,4,6
4,5,5,2
13,149,4,20
45,95,4,13
4,107,3,14
12,72,5,11
13,21,5,3
6,28,3,5
41,68,2,10
20,4,4,2
39,20,3,3
9,30,4,5
48,72,3,11
16,23,5,3
48,28,4,5
14,51,5,8
24,39,5,7
12,111,3,15
11,105,5,14
26,28,4,5
36,34,2,6
27,7,5,2
44,24,5,4
39,28,5,5
31,95,4,13
