userId,movieId,rating,retailerId
4,1617,2.0,15
4,1641,4.0,6
4,1704,1.0,6
4,1719,4.0,4
4,1732,4.0,18
4,1733,5.0,5
4,1734,3.0,17
4,1834,5.0,8
4,1860,2.0,1
4,1883,4.0,18
4,1885,3.0,17
4,1892,2.0,20
4,1895,4.0,7
4,1907,3.0,5
4,1914,4.0,9
4,1916,1.0,16
4,1923,3.0,1
4,1947,5.0,19
4,1966,2.0,20
4,1967,5.0,8
4,1968,4.0,14
4,2019,2.0,8
4,2076,4.0,18
4,2078,5.0,20
4,2109,4.0,5
4,2145,3.0,18
4,2150,5.0,14
4,2174,5.0,17
4,2186,5.0,20
4,2203,4.0,13
4,2204,5.0,18
4,2282,1.0,12
4,2324,1.0,12
4,2336,2.0,20
4,2351,4.0,2
4,2359,4.0,11
4,2390,5.0,2
4,2395,3.0,1
4,2406,4.0,9
4,2467,4.0,17
4,2571,1.0,1
4,2583,5.0,4
4,2599,5.0,6
4,2628,1.0,6
4,2683,4.0,19
4,2692,5.0,3
4,2712,2.0,8
4,2762,4.0,19
4,2763,1.0,19
4,2770,2.0,6
4,2791,5.0,8
4,2843,5.0,5
4,2858,5.0,1
4,2874,4.0,8
4,2921,4.0,18
4,2926,5.0,20
4,2959,2.0,16
4,2973,2.0,13
4,2997,4.0,14
4,3033,4.0,6
4,3044,5.0,11
4,3060,4.0,3
4,3079,3.0,1
4,3083,5.0,19
4,3160,4.0,19
4,3175,1.0,10
4,3176,4.0,16
4,3204,4.0,2
4,3255,4.0,7
4,3317,4.0,1
4,3358,3.0,15
4,3365,5.0,4
4,3386,4.0,12
4,3408,4.0,3
4,3481,2.0,8
4,3489,1.0,11
4,3508,5.0,13
4,3538,2.0,13
4,3591,1.0,14
4,3788,3.0,16
4,3809,3.0,16
4,3851,5.0,19
4,3897,4.0,6
4,3911,3.0,11
4,3967,4.0,5
4,3996,4.0,11
4,4002,3.0,20
4,4014,1.0,5
4,4020,3.0,5
4,4021,4.0,9
4,4027,3.0,14
4,4029,3.0,2
4,4033,4.0,10
4,4034,5.0,15
4,4074,3.0,20
4,4121,4.0,19
4,4144,3.0,20
4,4166,3.0,19
